text,genre,feature
"BLACK CURRANT JELLY.

Pick the currants from the stalks, wash and drain them. Mash them
soft with a spoon, put them in a bag, and squeeze out the juice.
To each pint of juice, allow three quarters of a pound of
loaf-sugar, Put the juice and sugar into a preserving kettle, and
boil them about ten minutes, skimming them well. Take it
immediately out of the kettle. Put it warm into your glasses. Tie
it up with brandy paper.

The juice of black currants is so very thick, that it requires
less sugar and less boiling than any other jelly.
",recipe,1
"BLANCMANGE.

  Four calf's-feet
  A pint and a half of thick cream.
  Half a pound of loaf-sugar, broken up.
  A glass of wine.
  Half a glass of rose-water.
  A tea-spoonful of mace, beaten and sifted.

Get four calf's-feet; if possible some that have been singed, and
not skinned. Scrape, and clean them well, and boil them in three
quarts of water till all the meat drops off the bone. Drain the
liquid through a colander or sieve, and skim it well. Let it stand
till next morning to congeal. Then clean it well from the
sediment, and put it into a tin or bell-metal kettle. Stir into
it, the cream, sugar, and mace. Boil it hard for five minutes,
stirring it several times. Then strain it through a linen cloth or
napkin into a large bowl, and add the wine and rose-water.

Set it in a cool place for three or four hours, stirring it very
frequently with a spoon, to, prevent the cream from separating
from the jelly. The more it is stirred the better. Stir it till it
is cool.

Wash your moulds, wipe them dry, and then wet them with cold
water. When the blancmange becomes very thick, (that is, in three
or four hours, if the weather is not too damp) put it into your
moulds.

When it has set in them till it is quite firm, loosen it carefully
all round with a knife, and turn it out on glass or china plates.

If you wish to make it with almonds, take an ounce of blanched
bitter almonds, and two ounces of sweet. Beat them in a mortar to
a fine paste, pouring in occasionally a little rose-water. When
the mixture is ready to boil, add the almonds to it gradually,
stirring them well in. Or you may stir them in, while it is
cooling in the bowl.

If it inclines to stick to the moulds, set them an instant in hot
water. It will then turn out easily.

If you choose to make it without calf's feet, you can substitute
an ounce of the best and dearest isinglass (or, if in summer, an
ounce and a quarter) boiled with the other ingredients. If made
with isinglass, you must use two ounces of sweet, and an ounce of
bitter almonds, with the addition of the grated rind of a large
lemon, and a large stick of cinnamon, broken up, a glass of wine,
and half a glass of rose-water. Those ingredients must be all
mixed together, with a quart of cream, and boiled hard for five
minutes. The mixture must then be strained through a napkin, into
a large bowl. Set it in a cool place, and stir it frequently till
nearly cold. It must then be put into the moulds.

You may substitute for the almonds, half a gill of noyau, in which
case, omit the wine.


",recipe,1
"BOSTON PUDDING.

Make a good common paste with a pound and a half of flour, and
three quarters of a pound of butter. [Footnote: Or three quarters
of a pound of beef suet, chopped very fine. Mix the suet at once
with the flour, knead it with cold water into a stiff dough, and
then roll it out into a large thin sheet. Fold it up and roll it
again.] When you roll it out the last time, cut off the edges,
till you get the sheet of paste of an even square shape.

Have ready some fruit sweetened to your taste. If cranberries,
gooseberries, dried peaches, or damsons, they should be stewed,
and made very sweet. If apples, they should be stewed in a very
little water, drained, and seasoned with nutmeg, rosewater and
lemon. If currants, raspberries, or blackberries, they should be
mashed with sugar, and put into the pudding raw.

Spread the fruit very thick, all over the sheet of paste, (which
must not be rolled out too thin.) When it is covered all over with
the fruit, roll it up, and close the dough at both ends, and down
the last side. Tie the pudding in a cloth and boil it.

Eat it with sugar. It must not be taken out of the pot till just
before it is brought to table.",recipe,1
"BREAD PUDDING.

  A quarter of a pound of grated stale bread.
  A quart of milk, boiled with two or three sticks of cinnamon,
    slightly broken.
  Eight eggs.
  A quarter of a pound of sugar.
  A little grated lemon-peel.

Boil the milk with the cinnamon, strain it, and set it away till
quite cold.

Grate as much crumb of stale bread as will weigh a quarter of a
pound. Beat the eggs, and when the milk is cold, stir them into it
in turn with the bread and sugar. Add the lemon-peel, and if you
choose, a table spoonful of rosewater.

Bake it in a buttered dish, and grate nutmeg over it when done. Do
not send it to table hot. Baked puddings should never be eaten
till they have become cold, or at least cool.",recipe,1
"BUTTER BISCUITS.

  Half a pound of butter.
  Two pounds of flour, sifted
  Half a pint of milk, or cold water.
  A salt-spoonful of salt.

Cut up the butter in the flour, and put the salt to it. Wet it to
a stiff dough with the milk or water. Mix it well with a knife.

Throw some flour on the paste-board, take the dough out of the
pan, and knead it very well.

Roll it out into a large thick sheet, and beat it very hard on
both sides with the rolling-pin. Beat it a long time.

Cut it out with a tin, or cup, into small round thick cakes. Beat
each cake on both sides, with the rolling-pin. Prick them, with a
fork. Put them in buttered pans, and bake them of a light brown in
a slow oven.",recipe,1
"CALF'S-FEET JELLY.

  Eight calf's feet.
  Three quarts of water.
  A pint of white wine.
  Three lemons.
  The whites of six eggs.
  Half an ounce of cinnamon.
  Half a pound of loaf-sugar, broken into lumps.

Endeavour to procure calf's-feet, that have been nicely singed,
but not skinned, as the skin being left on, makes the jelly much
firmer.

The day before you want to use the jelly, boil the eight
calf's-feet in three quarts of water, till the meat drops from the
bone. When sufficiently done, put it into a collender or sieve,
and let the liquid drain from the meat, into a broad pan or dish.
Skim off the fat. Let the jelly stand till next day, and then
carefully scrape off the sediment from the bottom. It will be a
firm jelly, if too much water has not been used, and if it has
bolted long enough. If it is not firm at first, it will not become
so afterwards when boiled with the other ingredients. There should
on no account be more than three quarts of water.

Early next morning, put the jelly into a tin kettle, or covered
tin pan; set it on the fire, and melt it a little. Take it off,
and season it with the cinnamon slightly broken, a pint of madeira
wine, three lemons cut in thin slices, and half a pound of
loaf-sugar, broken up.

If you wish it high-coloured, add two table-spoonfuls of French
brandy. Mix all well together. Beat, slightly, the whites of six
eggs (saving the egg-shell) and stir the whites into the jelly.
Break up the egg-shells into very small pieces, and throw them in
also. Stir the whole very well together.

Set it on the fire, and boil it hard five minutes, but do not stir
it, as that will prevent its clearing. Have ready a large white
flannel bag, the top wide, and the bottom tapering to a point.

Tie the bag to the backs of two chairs, or to the legs of a table,
and set a while dish or a mould under it.

After the jelly has boiled five minutes, pour it hot into the bag,
and let it drip through into the dish. Do not squeeze the bag, as
that will make the jelly dull and cloudy.

If it is not clear the first time it passes through the bag, empty
out all the ingredients, wash the bag, suspend it again, put
another white dish under-it, pour the jelly back into the bag, and
let it drip through again. Repeat this six or eight times, or till
it is clear, putting a clean dish under it every time. If it does
not drip freely, move the bag into a warmer place.

When the jelly has all dripped through the bag, and is clear, set
it in a cool place to congeal. It will sometimes congeal
immediately, and sometimes not for several hours, particularly if
the weather is warm and damp. If the weather is very cold you must
take care not to let it freeze. When it is quite firm, which
perhaps it will not be till evening, fill your glasses with it,
piling it up very high. If you make it in a mould, you must either
set the mould under the bag while it is dripping, or pour it from
the dish into the mould while it is liquid. When it is perfectly
congealed, dip the mould for an instant in boiling water to loosen
the jelly. Turn it out on a glass dish.

This quantity of ingredients will make a quart of jelly when
finished. In cool weather it may be made a day or two before it is
wanted.

You may increase the seasoning, (that is, the wine, lemon, and
cinnamon,) according to your taste, but less than the above
proportion will not be sufficient to flavour the jelly.

Ice jelly is made in the same manner, only not so stiff. Four
calves-feet will be sufficient. Freeze it as you would ice-cream,
and serve it up in glasses.
",recipe,1
"A CHEESECAKE.

  Four eggs.
  A gill of milk.
  A quarter of a pound of butter.
  A quarter of a pound of powdered sugar.
  Two ounces of grated bread.
  A table-spoonful of mixed brandy and wine.
  A tea-spoonful of rose-water.
  A tea-spoonful of mace, cinnamon, and nutmeg, mixed.
  A quarter of a pound of currants.

Pick the currants very clean. Wash them through a colander, wipe
them in a towel, and then dry them on a dish before the fire.

When dry take out a few to scatter over the top of the cheesecake,
lay them aside, and sprinkle the remainder of the currants with
the flour.

Stir the butter and sugar to a cream. Grate the bread, and prepare
the spice. Beat the eggs very light.

Boil the milk. When it comes to a boil, add to it half the beaten
egg, and boil both together till it becomes a curd, stirring it
frequently with a knife. Then throw the grated bread on the curd,
and stir all together. Then take the milk, egg, and bread off the
fire and stir it, gradually, into the butter and sugar. Next, stir
in the remaining half of the egg.

Add, by degrees, the liquor and spice.

Lastly, stir in, gradually, the currants.

Have ready a puff-paste, which should be made before you prepare
the cheesecake, as the mixture will become heavy by standing.
Before you put it into the oven, scatter the remainder of the
currants over the top.

Bake it half an hour in rather a quick oven.

Do not sugar the top.

You may bake it either in a soup-plate, or in two small tin
patty-pans, which, for cheesecakes, should be of a square shape.
If baked in square patty-pans, leave at each side a flap of paste
in the shape of a half-circle. Cut long slits in these flaps and
turn them over, so that they will rest on the top of the mixture.

You can, if you choose, add to the currants a few raisins stoned,
and cut in half.",recipe,1
"CHERRY BOUNCE.

Take a peck of morella cherries, and a peck of black hearts. Stone
the morellas and crack the stones. Put all the cherries and the
cracked stones into a demi-john, with three pounds of loaf-sugar
slightly pounded or beaten. Pour in two gallons of double-rectified
whiskey. Cork the demi-john, and in six months the cherry-bounce
will be fit to pour off and bottle for use; but the older it is,
the better.
",recipe,1
"CHICKEN PUDDING

Cut up a pair of young chickens, and season them with pepper and
salt and a little mace and nutmeg. Put them into a pot with two
large spoonfuls of butter, and water enough to cover them. Stew
them gently; and when about half cooked, take them out and set
them away to cool. Pour off the gravy, and reserve it to be served
up separately.

In the mean time, make a batter as if for a pudding, of eight
table-spoonfuls of sifted flour stirred gradually into a quart of
milk, six eggs well beaten and added by degrees to the mixture,
and a very little salt. Put a layer of chicken in the bottom of a
deep dish, and pour over it some of the batter; then another layer
of chicken, and then some more batter; and so on till the dish is
full, having a cover of batter at the top. Bake it till it is
brown. Then break an egg into the gravy which you have set away,
give it a boil, and send it to table in a sauce-boat to eat with
the pudding.
",recipe,1
"CHICKEN SALAD.

  Two large cold fowls, either boiled or roasted.
  The yolks of nine hard-boiled eggs.
  Half a pint of sweet oil.
  Half a pint of vinegar.
  A gill of mixed mustard.
  A small tea-spoonful of cayenne pepper.
  A small tea-spoonful of salt.
  Two large heads, or four small ones, of fine celery.

Cut the meat of the fowls from the bones, in pieces not exceeding
an inch in size.

Cut the white part of the celery into pieces about an inch long.
Mix the chicken and celery well together. Cover them and set them
away.

With the back of a wooden spoon, mash the yolks of eggs till they
are a perfectly smooth paste. Mix them with the oil, vinegar,
mustard, cayenne, and salt. Stir them for a long time, till they
are thoroughly mixed and quite smooth. The longer they are stirred
the better. When this dressing is sufficiently mixed, cover it,
and set it away.

Five minutes before the salad is to be eaten pour the dressing
over the chicken and celery, and mix all well together. If the
dressing is put on long before it is wanted, the salad will be
tough and hard.

This salad is very excellent made of cold turkey instead of
chicken.",recipe,1
"COCOA-NUT PUDDING

  A quarter of a pound of cocoa-nut, grated.
  A quarter of a pound of powdered white sugar.
  Three ounces and a half of fresh butter.
  The whites only of six eggs.
  A table-spoonful of wine and brandy mixed.
  Half a tea-spoonful of rose-water.

Break up a cocoa-nut, and take the thin brown skin carefully off,
with a knife. Wash all the pieces in cold water, and then wipe
them dry, with a clean towel. Weigh a quarter of a pound of
cocoa-nut, and grate it very fine, into a soup-plate.

Stir the butter and sugar to a cream, and add the liquor and
rose-water gradually to them.

Beat the whites only, of six eggs, till they stand alone on the
rods; and then stir the beaten white of egg, gradually, into the
butter and sugar. Afterwards, sprinkle in, by degrees, the grated
cocoa-nut, stirring hard all the time. Then stir all very well at
the last.

Have ready a puff-paste, sufficient to cover the bottom, sides,
and edges of a soup-plate. Put in the mixture, and bake it in a
moderate oven, about half an hour.

Grate loaf-sugar over it, when cool.
",recipe,1
"COLD CUSTARDS.

  A quart of new milk, and a half a pint of cream, mixed.
  A quarter of a pound of powdered white sugar.
  A large glass of white wine, in which an inch of washed rennet has
    been soaked.
  A nutmeg.

Mix together the milk, cream, and sugar. Stir the wine into it,
and pour the mixture into your custard-cups. Set them in a warm
place near the fire, till they become a firm curd. Then set them
on ice, or in a very cold place. Grate nutmeg over them.",recipe,1
"COLLARED PORK.

  A leg of fresh pork, not large.
  Two table-spoonfuls of powdered sage.
  Two table-spoonfuls of sweet marjoram, \ powdered.
  One table-spoonful of sweet basil,     /
  A quarter of an ounce of mace, \
  Half an ounce of cloves,        } powdered.
  Two nutmegs,                   /
  A bunch of pot-herbs, chopped small.
  A sixpenny loaf of stale bread, grated.
  Half a pound of butter, cut into the bread.
  Two eggs.
  A table-spoonful of salt.
  A table-spoonful of black pepper.

Grate the bread, and having softened the crust in water, mix it
with the crumbs. Prepare all the other ingredients, and mix them
well with the grated bread and egg,

Take the bone out of a leg of pork, and rub the meat well on both
sides with salt. Spread the seasoning thick all over the meat.
Then roll it up very tightly and tie it round with tape.

Put it into a deep dish with a little water, and bake it two
hours. If eaten hot, put an egg and some wine into the gravy. When
cold, cut it down into round slices.
",recipe,1
"COLOURING FOR ICING, &c.

_To make a red colouring for icing_. Take twenty grains of
cochineal powder, twenty grains of cream of tartar, and twenty
grains of powdered alum. Put them into gill of cold soft water,
and boil it very slowly till reduced to one half. Strain it
through thin muslin, and cork it up for use. A very small quantity
of this mixture will colour icing of a beautiful pink. With pink
icing, white nonpareils should be used.",recipe,1
